PMID,Title,Abstract,Journal,Date,Types,DOI,PubMed_Link,PMC_Link
37507108,Orthogonal Gelations to Synthesize Core-Shell Hydrogels Loaded with Nanoemulsion-Templated Drug Nanoparticles for Versatile Oral Drug Delivery.,"Hydrophobic active pharmaceutical ingredients (APIs) are ubiquitous in the drug development pipeline, but their poor bioavailability often prevents their translation into drug products. Industrial processes to formulate hydrophobic APIs are expensive, difficult to optimize, and not flexible enough to incorporate customizable drug release profiles into drug products. Here, a novel, dual-responsive gelation process that exploits orthogonal thermo-responsive and ion-responsive gelations is introduced. This one-step ""dual gelation"" synthesizes core-shell (methylcellulose-alginate) hydrogel particles and encapsulates drug-laden nanoemulsions in the hydrogel matrices. In situ crystallization templates drug nanocrystals inside the polymeric core, while a kinetically stable amorphous solid dispersion is templated in the shell. Drug release is explored as a function of particle geometry, and programmable release is demonstrated for various therapeutic applications including delayed pulsatile release and sequential release of a model fixed-dose combination drug product of ibuprofen and fenofibrate. Independent control over drug loading between the shell and the core is demonstrated. This formulation approach is shown to be a flexible process to develop drug products with biocompatible materials, facile synthesis, and precise drug release performance. This work suggests and applies a novel method to leverage orthogonal gel chemistries to generate functional core-shell hydrogel particles.",Advanced healthcare materials,2023 Dec,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",10.1002/adhm.202301667,https://pubmed.ncbi.nlm.nih.gov/37507108/,
36177679,Squid Suckerin-Spider Silk Fusion Protein Hydrogel for Delivery of Mesenchymal Stem Cell Secretome to Chronic Wounds.,"Chronic wounds are non-healing wounds characterized by a prolonged inflammation phase. Excessive inflammation leads to elevated protease levels and consequently to a decrease in growth factors at wound sites. Stem cell secretome therapy has been identified as a treatment strategy to modulate the microenvironment of chronic wounds via supplementation with anti-inflammatory/growth factors. However, there is a need to develop better secretome delivery systems that are able to encapsulate the secretome without denaturation, in a sustained manner, and that are fully biocompatible. To address this gap, a recombinant squid suckerin-spider silk fusion protein is developed with cell-adhesion motifs capable of thermal gelation at physiological temperatures to form hydrogels for encapsulation and subsequent release of the stem cell secretome. Freeze-thaw treatment of the protein hydrogel results in a modified porous cryogel that maintains slow degradation and sustained secretome release. Chronic wounds of diabetic mice treated with the secretome-laden cryogel display increased wound closure, presence of endothelial cells, granulation wound tissue thickness, and reduced inflammation with no fibrotic scar formation. Overall, these in vivo indicators of wound healing demonstrate that the fusion protein hydrogel displays remarkable potential as a delivery system for secretome-assisted chronic wound healing.",Advanced healthcare materials,2023 Jan,"Journal Article; Research Support, Non-U.S. Gov't",10.1002/adhm.202201900,https://pubmed.ncbi.nlm.nih.gov/36177679/,
36028466,Biohybrid Response Microparticles Decorated with Trained-MSCs for Acute Liver Failure Recovery.,"Microcarrier-based mesenchymal stem cells (MSCs) delivery have attracted increasing attention in acute liver failure (ALF) therapy, while there is still room for improvement in terms of improving cell loading efficiency, enhancing anti-inflammatory features, and controlling cell release. Here, novel lipopolysaccharide (LPS)-composited magnetic-thermal responsive inverse opal particles (MIOPs) are presented for the delivery of MSCs. The MIOPs are composed of a chitosan inverse opal skeleton filled with a hydrogel containing LPS, poly(N-isopropylacrylamide), and Fe(3) O(4) nanoparticles. Benefitting from the biocompatible chitosan component and the huge specific surface area, the resultant MIOPs can capture MSCs in a nondestructive way. Furthermore, LPS can be released from the MIOPs under the stimulation of an alternating magnetic field, by which the MSCs are activated to gain the feature of ""trained immunity."" Moreover, this process can be monitored in real-time by the structural color change of the MIOPs. With that, the MSCs-laden MIOPs are employed in rats with ALF, and they exhibit obvious anti-inflammatory and therapeutic efficacy superior to untrained MSCs. These performances make the MIOPs a distinctive cell delivery platform for clinical tissue recovery applications.",Advanced healthcare materials,2022 Nov,"Journal Article; Research Support, Non-U.S. Gov't",10.1002/adhm.202201085,https://pubmed.ncbi.nlm.nih.gov/36028466/,
33690992,Responsive Hydrogel Microcarrier-Integrated Microneedles for Versatile and Controllable Drug Delivery.,"Stratagems of drug delivery are important for disease treatment and other biomedical areas. In this study, a novel stratagem is presented for versatile and controllable drug delivery by integrating photoresponsive drug delivery microspheres (PDDMs) into pyramid microneedle (MN) arrays. The PDDMs, containing black-phosphorus (BP) and poly (N-isopropylacrylamide) (pNIPAM), are generated by a flexible capillary microfluidic method. Benefiting from the high water content of the pNIPAM hydrogel, various bioactive substances can be loaded and maintain biological activity. Furthermore, due to the near-infrared (NIR) absorption and conversion capabilities of the contained BP, the PDDMs can increase temperature, shrink volume, and release their encapsulated bioactives under the trigger of biocompatible NIR. In addition, as the PDDMs are stuffed into the solid MN arrays of porous ethoxylated trimethylolpropane triacrylate (ETPTA), the composited PDDMs-MNs system has enough mechanical strength to penetrate into the skin and can deliver drugs underneath the skin uniformly. Based on the resultant PDDMs-MNs, it is demonstrated that insulin can be controllably released to adjust blood glucose levels of streptozotocin (STZ)-induced diabetic mice. Thus, it is believed that the PDDMs-MNs can act as an excellent drugs delivery system and will find many practical values in clinical medicine.",Advanced healthcare materials,2021 May,"Journal Article; Research Support, Non-U.S. Gov't",10.1002/adhm.202002249,https://pubmed.ncbi.nlm.nih.gov/33690992/,
30985089,Magnetic Hydrogel with Optimally Adaptive Functions for Breast Cancer Recurrence Prevention.,"Engineering biocompatible hydrogels using functional nanoparticles has attracted considerable attention because of their uniquely appealing cooperative effects that can enable multimodality imaging and treatment with improved efficacy against serious diseases. However, the effects of high-content nanoparticle dopants on the rheological properties of hydrogels frequently lead to an unsatisfactory therapeutic result, which is particularly notable in the design of magnetic hydrogel formulations for cancer therapy. Herein is reported a novel magnetic hydrogel functionalized by ferromagnetic vortex-domain iron oxide (FVIOs) with optimally adaptive functions for prevention of breast cancer recurrence. The FVIOs can perfectly incorporate into the dynamic hydrogel networks with an extremely low concentration (0.6 mg mL(-1) ), 17 times lower than that of conventional superparamagnetic iron oxide nanoparticles with sufficient heating capacity. Such magnetic hydrogels exhibit high inductive heating and remarkable rheological properties simultaneously. Moreover, the self-healing, self-conformal ability, controlled release of loaded doxorubicin, biodegradation, and pH-responsiveness of the magnetic hydrogel project their efficient sustainable therapeutic ability. In vivo postoperative treatment has further demonstrated the high efficacy of FVIO-based magnetic hydrogels, as evidenced by the significant suppression of the local tumor recurrences compared to chemotherapy or hyperthermia alone. This unique magnetic hydrogel formulation with optimally adaptive functions shows strong potential in preventing relapses of various cancers.",Advanced healthcare materials,2019 Jul,"Journal Article; Research Support, Non-U.S. Gov't",10.1002/adhm.201900203,https://pubmed.ncbi.nlm.nih.gov/30985089/,
30985084,A Versatile Biocompatible Antibiotic Delivery System Based on Self-Assembling Peptides with Antimicrobial and Regenerative Potential.,"Periodontitis is a chronic inflammatory and tissue-destructive disease. Since the polymicrobiome in the oral cavity makes it difficult to treat, novel therapeutic strategies are required. Hydrogels based on self-assembling peptides (SAP) can be suitable candidates for periodontal therapy due to their injectability, biocompatibility, cargo-loading capacity, and tunable physicochemical and mechanical properties. In this study, two SAP hydrogels (P11-4 and P11-28/29) are examined for their intrinsic antimicrobial activity, regenerative potential, and antibiotic delivery capacity. A significant antibacterial effect of P11-28/29 hydrogels on the periodontal pathogen Porphyromonas gingivalis and a less pronounced effect for P11-4 hydrogels is demonstrated. The metabolic activity rates of human dental follicle stem cells (DFSCs), which reflect cell viability and may thus indicate the regenerative capacity, are similar on tissue culture polystyrene (TCPS) and on P11-4 hydrogels after 14 days of culture. Noticeably, both SAP hydrogels strengthen the osteogenic differentiation of DFSCs compared with TCPS. The incorporation of tetracycline, ciprofloxacin, and doxycycline does not affect fibril formation of either SAP hydrogel and results in favorable release kinetics up to 120 h. In summary, this study reveals that P11-SAP hydrogels combine many favorable properties required to make them applicable as prospective novel treatment strategy for periodontal therapy.",Advanced healthcare materials,2019 Jul,"Journal Article; Research Support, Non-U.S. Gov't",10.1002/adhm.201900167,https://pubmed.ncbi.nlm.nih.gov/30985084/,
30714355,A Biocompatible Therapeutic Catheter-Deliverable Hydrogel for In Situ Tissue Engineering.,"Hydrogels have emerged as a diverse class of biomaterials offering a broad range of biomedical applications. Specifically, injectable hydrogels are advantageous for minimally invasive delivery of various therapeutics and have great potential to treat a number of diseases. However, most current injectable hydrogels are limited by difficult and time-consuming fabrication techniques and are unable to be delivered through long, narrow catheters, preventing extensive clinical translation. Here, the development of an easily-scaled, catheter-injectable hydrogel utilizing a polymer-nanoparticle crosslinking mechanism is reported, which exhibits notable shear-thinning and self-healing behavior. Gelation of the hydrogel occurs immediately upon mixing the biochemically modified hyaluronic acid polymer with biodegradable nanoparticles and can be easily injected through a high-gauge syringe due to the dynamic nature of the strong, yet reversible crosslinks. Furthermore, the ability to deliver this novel hydrogel through a long, narrow, physiologically-relevant catheter affixed with a 28-G needle is highlighted, with hydrogel mechanics unchanged after delivery. Due to the composition of the gel, it is demonstrated that therapeutics can be differentially released with distinct elution profiles, allowing precise control over drug delivery. Finally, the cell-signaling and biocompatibility properties of this innovative hydrogel are demonstrated, revealing its wide range of therapeutic applications.",Advanced healthcare materials,2019 Mar,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",10.1002/adhm.201801147,https://pubmed.ncbi.nlm.nih.gov/30714355/,
30485718,Enhanced Osteogenesis of Bone Marrow-Derived Mesenchymal Stem Cells by a Functionalized Silk Fibroin Hydrogel for Bone Defect Repair.,"Silk fibroin (SF) from Bombyx mori is a promising natural material for the synthesis of biocompatible and biodegradable hydrogels for use in biomedical applications from tissue engineering to drug delivery. However, weak gelation performance and the lack of biochemical cues to trigger cell proliferation and differentiation currently significantly limit its application in these areas. Herein, a biofunctional hydrogel containing SF (2.0%) and a small peptide gelator (e.g., NapFFRGD = 1.0 wt%) is generated via cooperative molecular self-assembly. The introduction of NapFFRGD to SF is shown to significantly improve its gelation properties by lowering both its threshold gelation concentration to 2.0% and gelation time to 20 min under physiological conditions (pH = 7.4, 37  degrees C), as well as functionalizing the SF hydrogel with cell-adhesive motifs (e.g., RGD). Besides mediating cell adhesion, the RGD ligands incorporated within the SF-RGD gel promote the osteogenic differentiation of bone marrow-derived mesenchymal stem cells encapsulated within the gel matrix, leading to bone regeneration in a mouse calvarial defect model, compared with a blank SF gel (2.0%, pH = 7.4). This work suggests that SF could be easily tailored with bioactive peptide gelators to afford bioactive hydrogels with favorable microenvironments for tissue regeneration applications.",Advanced healthcare materials,2019 Feb,"Journal Article; Research Support, Non-U.S. Gov't",10.1002/adhm.201801043,https://pubmed.ncbi.nlm.nih.gov/30485718/,
29508554,Conceptually Novel Black Phosphorus/Cellulose Hydrogels as Promising Photothermal Agents for Effective Cancer Therapy.,"Black phosphorus (BP) has recently emerged as an intriguing photothermal agent in photothermal therapy (PTT) against cancer by virtue of its high photothermal efficiency, biocompatibility, and biodegradability. However, naked BP is intrinsically characterized by easy oxidation (or natural degradation) and sedimentation inside the tumor microenvironment, leading to a short-term therapeutic and inhomogeneous photothermal effect. Development of BP-based nanocomposites for PTT against cancer therefore remains challenging. The present work demonstrates that green and injectable composite hydrogels based on cellulose and BP nanosheets (BPNSs) are of great efficiency for PTT against cancer. The resultant cellulose/BPNS-based hydrogel possesses 3D networks with irregular micrometer-sized pores and thin, strong cellulose-formed walls and exhibits an excellent photothermal response, enhanced stability, and good flexibility. Importantly, this hydrogel nanoplatform is totally harmless and biocompatible both in vivo and in vitro. This work may facilitate the development of BP-polymer-based photothermal agents in the form of hydrogels for biomedical-related clinic applications.",Advanced healthcare materials,2018 Apr,"Journal Article; Research Support, Non-U.S. Gov't",10.1002/adhm.201701510,https://pubmed.ncbi.nlm.nih.gov/29508554/,
29205950,Biodegradable Nanoparticles Enhanced Adhesiveness of Mussel-Like Hydrogels at Tissue Interface.,"Popular bioadhesives, such as fibrin, cyanoacrylate, and albumin-glutaraldehyde based materials, have been applied for clinical applications in wound healing, drug delivery, and bone and soft tissue engineering; however, their performances are limited by weak adhesion strength and rapid degradation. In this study a mussel-inspired, nanocomposite-based, biodegradable tissue adhesive is developed by blending poly(lactic-co-glycolic acid) (PLGA) or N-hydroxysuccinimide modified PLGA nanoparticles (PLGA-NHS) with mussel-inspired alginate-dopamine polymer (Alg-Dopa). Adhesive strength measurement of the nanocomposites on porcine skin-muscle constructs reveals that the incorporation of nanoparticles in Alg-Dopa significantly enhances the tissue adhesive strength compared to the mussel-inspired adhesive alone. The nanocomposite formed by PLGA-NHS nanoparticles shows higher lap shear strength of 33 +/- 3 kPa, compared to that of Alg-Dopa hydrogel alone (14 +/- 2 kPa). In addition, these nanocomposites are degradable and cytocompatible in vitro, and elicit in vivo minimal inflammatory responses in a rat model, suggesting clinical potential of these nanocomposites as bioadhesives.",Advanced healthcare materials,2018 Apr,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",10.1002/adhm.201701069,https://pubmed.ncbi.nlm.nih.gov/29205950/,
28758712,Spatiotemporally Controlled Release of Rho-Inhibiting C3 Toxin from a Protein-DNA Hybrid Hydrogel for Targeted Inhibition of Osteoclast Formation and Activity.,"In osteoporosis, bone structure can be improved by the introduction of therapeutic molecules inhibiting bone resorption by osteoclasts. Here, biocompatible hydrogels represent an excellent option for the delivery of pharmacologically active molecules to the bone tissue because of their biodegradability, injectability, and manifold functionalization capacity. The present study reports the preparation of a multifunctional hybrid hydrogel from chemically modified human serum albumin and rationally designed DNA building blocks. The hybrid hydrogel combines advantageous characteristics, including rapid gelation through DNA hybridization under physiological conditions and a self-healing and injectable nature with the possibility of specific loading and spatiotemporally controlled release of active proteins, making it an advanced biomaterial for the local treatment of bone diseases, for example, osteoporosis. The hydrogels are loaded with a recombinant Rho-inhibiting C3 toxin, C2IN-C3lim-G205C. This toxin selectively targets osteoclasts and inhibits Rho-signaling and, thereby, actin-dependent processes in these cells. Application of C2IN-C3lim-G205C toxin-loaded hydrogels effectively reduces osteoclast formation and resorption activity in vitro, as demonstrated by tartrate-resistant acid phosphatase staining and the pit resorption assay. Simultaneously, osteoblast activity, viability, and proliferation are unaffected, thus making C2IN-C3lim-G205C toxin-loaded hybrid hydrogels an attractive pharmacological system for spatial and selective modulation of osteoclast functions to reduce bone resorption.",Advanced healthcare materials,2017 Nov,Journal Article,10.1002/adhm.201700392,https://pubmed.ncbi.nlm.nih.gov/28758712/,
