PMID,Title,Abstract,Journal,Date,Types,DOI,PubMed_Link,PMC_Link
32255072,Pulsatile release from a flat self-oscillating chitosan macrogel.,"Coupling oscillatory chemical reactions to smart materials which can respond to external stimuli is considered an answer to the long-standing issue of pulsatile drug delivery. Although a number of coupled architectures exist, there are no systems reporting pH-controlled pulsed drug release based on chemical oscillators. In this paper, we report for the first time a proof-of-concept self-oscillatory chitosan macrogel, employing the palladium-catalysed oxidative carbonylation reaction as the driving force of its oscillations. The reported hydrogel is composed of highly biocompatible components and a novel imine-functionalised chitosan-palladium catalyst with zero leaching rates. This macrogel was shown to rhythmically release not only the products of the reaction, but also fluorescein, which is used as an FDA-approved model drug. The step-wise release pattern corresponded to the step-wise dynamics of pH decrease in methanol:water, while in pure methanol, the changes in pH had an oscillatory mode, accompanied by mirrored oscillations in fluorescein concentration. This proof-of-concept system significantly expands the horizons of pulsatile delivery materials for future research.",Journal of materials chemistry. B,2018 Aug 14,Journal Article,10.1039/c8tb00781k,https://pubmed.ncbi.nlm.nih.gov/32255072/,
32254301,pH-Sensitive nanogels based on the electrostatic self-assembly of radionuclide (131)I labeled albumin and carboxymethyl cellulose for synergistic combined chemo-radioisotope therapy of cancer.,"Development of biocompatible and biodegradable nanocarriers with multiple functionalities has attracted great interest in recent years. In this study, a hybrid hydrogel nanoparticle (nanogel) platform based on the self-assembly of carboxymethyl cellulose (CMC) and bovine serum albumin (BSA) is presented for the first time. It was facile to realize the efficient co-delivery of radionuclide (131)I and chemotherapeutic drugs such as camptothecin (CPT) to achieve the combined chemo-radioisotope therapy of cancer. Notably, a nanogel was prepared by a simple and green electrostatic interaction approach, instead of chemical reaction, showing typical spherical shape with average size about 120 nm, high drug loading capacity, robust stability and low hemolysis. Interestingly, such nanogels exhibited pH-dependent drug release profile, leading to significant reduction of damage to normal tissues. Furthermore, the as-prepared nanogels could effectively promote intracellular uptake, prolong blood circulation time and enhance accumulation in the tumor tissues. As a result, an excellent therapeutic effect was achieved both in vitro and in vivo through combined chemo-radioisotope therapy. Collectively, this study presents the preparation of a novel green nanocarrier by a reliable and simple approach, and offers an effective strategy for the combination of chemotherapy and radiotherapy.",Journal of materials chemistry. B,2018 Aug 7,Journal Article,10.1039/c8tb01295d,https://pubmed.ncbi.nlm.nih.gov/32254301/,
32264457,Sustained subconjunctival delivery of cyclosporine A using thermogelling polymers for glaucoma filtration surgery.,"Filtration surgery is currently being acknowledged as the most effective therapeutic modality for glaucoma; however, excessive scarring of a filtering bleb often leads to surgical failure. Subconjunctival administration of drug delivery systems provides a localized and sustained delivery of antifibrotic drugs to inhibit post-operative scarring. In this study, a long-acting delivery system of Cyclosporine A (CsA) was developed using thermogelling poly-(dl-lactic acid-co-glycolic acid)-poly(ethylene glycol)-poly-(dl-lactic acid-co-glycolic acid) (PLGA-PEG-PLGA) triblock copolymers as the carrier. The drug could be easily entrapped into the polymer aqueous solution by simply mixing them at room temperature, and the prepared formulation was spontaneously transformed into an in situ thermogel loaded with drugs at body temperature. The formulation exhibited a sustained in vitro release of CsA from the thermogel over 2 months. The in vivo efficacy of subconjunctival administration of the CsA-loaded hydrogel system in inhibiting filtering bleb scarring was evaluated on a rabbit model of filtration surgery. No ocular tissue abnormalities and damage were observed. Compared with a local administration of the popular Mitomycin C solution at the surgery site, the CsA-loaded thermogel system remarkably inhibited scar formation, maintained stable low intraocular pressure and promoted filtering bleb survival for more than 10 weeks. This feature was attributed to both the anti-adhesion nature of the thermogel matrix and the antifibrotic effect of the sustainedly released CsA. These results suggest that the injectable PLGA-PEG-PLGA thermogel is a biocompatible carrier for sustained subconjunctival drug delivery, and the CsA-loaded hydrogel formulation has great potential for ocular antifibrotic therapy after glaucoma filtration surgery and others.",Journal of materials chemistry. B,2017 Aug 21,Journal Article,10.1039/c7tb01556a,https://pubmed.ncbi.nlm.nih.gov/32264457/,
28652917,"Photocrosslinkable, biodegradable hydrogels with controlled cell adhesivity for prolonged siRNA delivery to hMSCs to enhance their osteogenic differentiation.","Photocrosslinked, biodegradable hydrogels have been extensively investigated for biomedical applications, including drug delivery and tissue engineering. Here, dextran (DEX) was chemically modified with mono(2-acryloyloxyethyl) succinate (MAES) via an esterification reaction, resulting in macromers that could be photocrosslinked to form hydrolytically degradable hydrogels. Hydrogel swelling ratio and degradation rate were controlled by varying the degree of MAES modification. Thiolated cell adhesion peptides (GRGDSPC) were conjugated to acrylated dextran via thiol-acrylate reaction to regulate the interactions of human mesenchymal stem cells (hMSCs) with the photocrosslinkable hydrogels. The hydrogels permitted sustained release of short interfering RNA (siRNA) over 7 weeks and were cytocompatible with hMSCs. Sustained presentation of siRNA from these photocrosslinked DEX hydrogels enhanced the osteogenic differentiation of encapsulated hMSCs. These DEX hydrogels with tunable siRNA delivery and cell adhesive properties may provide an excellent platform for bioactive molecule delivery and tissue regeneration applications.",Journal of materials chemistry. B,2017 Jan 21,Journal Article,10.1039/C6TB01739H,https://pubmed.ncbi.nlm.nih.gov/28652917/,
32264143,An injectable ionic hydrogel inducing high temperature hyperthermia for microwave tumor ablation.,"Microwave tumor ablation is of clinical significance and has been considered as a promising cancer minimally invasive therapy. One of the challenges in this field is the optimization of the susceptible agent. Herein, a novel chitosan-based ionic hydrogel which can induce rather high temperature hyperthermia as a susceptible agent for microwave ablation is reported. Owning to the high porosity of the hydrogel, a strong ion confinement effect can be realized, therefore, strong polarization under microwave exposure is ensured for rapid heat generation. In addition, the as-synthesized hydrogel has negligible bio-toxicity and excellent spatial stability in vivo which can guarantee a reproducible therapeutic effect for repeated treatment. In vivo anti-tumor investigation has demonstrated that excellent therapeutic efficiency can be achieved after repeated microwave thermal therapy with a rather low power density (2.0 W, 2.45 GHz). Further, computer simulation was conducted to elucidate the microwave heating mechanism. Our investigation provides a biocompatible and stable agent for microwave tumor ablation and demonstrates its great significance for potential clinical application.",Journal of materials chemistry. B,2017 Jun 14,Journal Article,10.1039/c7tb00556c,https://pubmed.ncbi.nlm.nih.gov/32264143/,
32263991,Cross-linked antifouling polysaccharide hydrogel coating as extracellular matrix mimics for wound healing.,"Conventional wound dressings cannot provide an appropriate environment for tissue repair and regeneration and easily adhere to wounds causing damage to the new epithelial tissues, which leads to bleeding. Herein, a new antifouling hydrogel based on a natural polysaccharide was developed for wound healing. The biocompatible hydrogel with an ideal three-dimensional network composited of chitosan and dextran was synthesized by the Michael addition reaction. The hydrogel showed good swelling and cytocompatibility against NIH3T3. Moreover, the antifouling hydrogel was obtained by adjusting the proportion of positive and negative charges of chitosan and dextran. Antifouling hydrogels overcoming the deficiency of traditional wound dressings could inhibit bacterial and cellular adhesion effectively and also be applied as a carrier for protein delivery. After the wound was treated by bFGF-loaded hydrogels, significantly greater wound contraction was observed, which demonstrated their superior healing activity to promote fibroblast migration, granulation tissue formation and angiogenesis by up-regulation of VEGF and PCNA expression. These results showed that the obtained antifouling hydrogel may be a promising therapeutic strategy for managing diabetic ulcers.",Journal of materials chemistry. B,2017 Apr 28,Journal Article,10.1039/c6tb03222b,https://pubmed.ncbi.nlm.nih.gov/32263991/,
32263928,Modified PLGA-PEG-PLGA thermosensitive hydrogels with suitable thermosensitivity and properties for use in a drug delivery system.,"PLGA-PEG-PLGA (PPP) triblock copolymer is the most widely studied thermosensitive hydrogel owing to its non-toxic, biocompatible, biodegradable, and thermosensitive properties. PPP thermosensitive hydrogels are being investigated as in situ gels because, at a low temperature, PPP solutions with drugs can be injected at the target site, and converted into a gel without surgical procedures. To meet the requirements of different therapeutic applications, PPP hydrogels with different properties need to be synthesized. The adjustable properties include the sol-gel transition temperature, gel window width, retention time and drug release time. Furthermore, thermo- and pH-, thermo- and electro-, and thermo- and photo-dual sensitive hydrogels are needed for some special therapies. Thus, this review examines the methods of modification of PPP thermosensitive hydrogels used to obtain desired drug delivery systems with appropriate physicochemical and pharmaceutical properties.",Journal of materials chemistry. B,2017 Feb 28,Journal Article,10.1039/c6tb02158a,https://pubmed.ncbi.nlm.nih.gov/32263928/,
32263151,Dual cellular stimuli-responsive hydrogel nanocapsules for delivery of anticancer drugs.,"In this work, we report dual cellular environmental stimuli-responsive hydrogel nanocapsules (HA-NCs) for delivery of an anticancer drug (doxorubicin, DOX). This nanocapsule drug delivery system was specially designed to be triggered by stimuli in intra-cellular environments, specifically high glutathione (GSH) concentration and low pH. Biocompatible hyaluronan was used as the basic nanocapsule shell building material. Chemical modifications were conducted in order to functionalize it; specifically, GSH cleavable crosslinking sites and pH responsive expansion sites were introduced. After passive delivery to tumor sites via an enhanced permeation and retention (EPR) effect and cellular uptake, the nanocapsule shells underwent a swelling/disassembly process due to high GSH concentration (e.g., 10 mM), which induced cleavage of disulfide (S-S) bonds, and low pH (e.g., pH 5), which caused water influx associated with deprotection of the acetal groups. This process enabled rupture of the hydrogel nanocapsules and therefore resulted in release of the encapsulated payloads. This hydrogel nanocapsule system exhibited a great ability to release the vast majority of the encapsulated DOX in tumor cells, as proven by the remarkably (4.7-fold) accelerated drug release rate within tumor cells (pH 5.0, GSH 10 mM), in sharp contrast to the drug release rate under physiological conditions (pH 7.4, GSH 0). In vitro bio-evaluation showed the good biocompatibility of the nanocapsule carriers and their efficient cancer cell growth inhibition activity after drug encapsulation. In vivo studies confirmed that the DOX containing nanocapsules (DOX/HA-NCs) had comparable antitumor efficiency and greatly reduced side effects as compared with free DOX (DOX.HCl).",Journal of materials chemistry. B,2016 Jul 28,Journal Article,10.1039/c6tb00651e,https://pubmed.ncbi.nlm.nih.gov/32263151/,
32263093,A thermosensitive hydroxybutyl chitosan hydrogel as a potential co-delivery matrix for drugs on keloid inhibition.,"Keloid is a kind of unique human fibroproliferative dermal disease, and there are still no optimal treatment methods for it. In the present study, a thermosensitive hydroxybutyl chitosan (HBC) hydrogel as a co-delivery matrix for 5-fluorouracil (5-FU) and dexamethasone sodium phosphate (DEXSP) in keloid treatment was developed. The gelation temperature of the HBC hydrogel was observed to be 25.7  degrees C by rheology analysis. The HBC hydrogel showed sustained drug release capacity (5-FU, 89.3 +/- 3.4%; DEXSP, 95.6 +/- 3.9%) for drug delivery. The HBC hydrogel was shown to be cytocompatible, while the dual drug-loaded HBC hydrogel could suppress the proliferation of keloid fibroblasts (KFs). The keloid biopsies treated with the dual drug-loaded hydrogel could be inhibited through the efficient suppression of VEGF expression within 7 days. The results suggested that the HBC hydrogel could be applied as a potential co-delivery matrix for drugs in the keloid therapy field.",Journal of materials chemistry. B,2016 Jun 14,Journal Article,10.1039/c6tb00378h,https://pubmed.ncbi.nlm.nih.gov/32263093/,
32263225,Gelatin methacrylate/carboxybetaine methacrylate hydrogels with tunable crosslinking for controlled drug release.,"In this work, methacrylated gelatin (GelMA) based hydrogels were fabricated with carboxybetaine methacrylate (CBMA) to manipulate the properties of the gelatin-based hydrogels, since CBMA is a much smaller compound compared to gelatin. With the incorporation of CBMA, these hydrogels demonstrated better mechanical properties, a slower degradation rate, and a controlled drug release rate compared with the GelMA alone group. GelMA/CBMA hydrogels also showed good cell viability. As in the in vivo test, vascular endothelial growth factor (VEGF)-loaded GelMA/CBMA hydrogels displayed certain degrees of angiogenesis. These results indicate that GelMA/CBMA hydrogels are biocompatible, and the properties of GelMA/CBMA hydrogels can be easily tuned with the ratio of CBMA. These characteristics make the GelMA/CBMA hydrogel a promising material for drug delivery and tissue engineering.",Journal of materials chemistry. B,2016 Apr 7,Journal Article,10.1039/c5tb02518d,https://pubmed.ncbi.nlm.nih.gov/32263225/,
32262893,A high water-content and high elastic dual-responsive polyurethane hydrogel for drug delivery.,"Stimuli-responsive hydrogels are soft, biocompatible and smart biomaterials; however, the poor mechanical properties of the hydrogels limit their application. Herein, we prepared a reductant- and light-responsive polyurethane hydrogel which was made of polyethylene glycol, 1,6-diisocyanatohexane, azobenzene, cyclodextrin and disulfide. Attenuated Total Reflectance Infrared Spectra and (1)H NMR were used to characterize the structure of the hydrogel. The hydrogel has a high elasticity (a tensile modulus of 36.5 +/- 0.5 kPa and a storage modulus of 52.9 +/- 1.2 kPa) at a high water content (91.2 +/- 0.4%). Swelling, mechanical and rheological properties of the hydrogel can be tuned by the content of the crosslinker, light and reductant. The hydrogel has low cytotoxicity and it can be used for drug delivery. Ultraviolet irradiation helped to load drugs and the reductant accelerated the drug release. With its high mechanical properties and light- and reductant-responsiveness, the hydrogel is hopefully to be used as a drug carrier.",Journal of materials chemistry. B,2015 Nov 14,Journal Article,10.1039/c5tb01702e,https://pubmed.ncbi.nlm.nih.gov/32262893/,
32262755,Development of a hybrid gelatin hydrogel platform for tissue engineering and protein delivery applications.,"In this study, to improve the cellular interaction and protein release of gelatin hydrogels, we reported the development of a new hybrid hydrogel platform as a promising tissue engineering scaffold and drug delivery carrier. The biodegradable, biocompatible hybrid hydrogel platform was fabricated from gelatin methacrylamide (Gel-MA) and arginine based unsaturated non-peptide polycations (Arg-UPEA) through UV photo-crosslinking, combining the favorable properties of gelatin and arginine. The hydrogels were systematically characterized based on their mechanical properties, swelling mechanics, interior morphology, and biodegradation capability. The in vitro biocompatibility study showed that the hybrid hydrogels show better performance than GelMA hydrogels, in terms of cell attachment and proliferation. Therapeutic proteins were loaded into the hydrogels and their release behavior was investigated. The loading and release profiles indicated that the new cationic gelatin hydrogels could significantly improve the protein loading capabilities, and release the proteins in vitro in a sustained manner. The structure-function study indicated that the material composition has a large effect on the properties of the hydrogels.",Journal of materials chemistry. B,2015 Aug 14,Journal Article,10.1039/c5tb00645g,https://pubmed.ncbi.nlm.nih.gov/32262755/,
